from_stop_id,to_stop_id,transfer_type,min_transfer_time
712_S,712_N,0,
F35_N,F35_S,0,
F35_S,F35_N,0,
H09_N,H09_S,0,
H09_S,H09_N,0,
D09_N,D09_S,0,
D09_S,D09_N,0,
725,902,0,
902,725,0,
725,R16_N,0,
R16_N,725,0,
725,127_S,0,
127_S,725,0,
725,R16_S,0,
R16_S,725,0,
710_S,G14_N,0,
G14_N,710_S,0,
710_S,G14_S,0,
G14_S,710_S,0,
G22_S,F09_S,0,
F09_S,G22_S,0,
710_N,710_S,0,
710_S,710_N,0,
710_N,G14_N,0,
G14_N,710_N,0,
710_N,G14_S,0,
G14_S,710_N,0,
A06_N,A06_S,0,
A06_S,A06_N,0,
D07_N,D07_S,0,
D07_S,D07_N,0,
A28_S,A28_N,0,
A28_N,A28_S,0,
F24_N,F24_S,0,
F24_S,F24_N,0,
J17_N,J17_S,0,
J17_S,J17_N,0,
D05_N,D05_S,0,
D05_S,D05_N,0,
A40_N,A40_S,0,
A40_S,A40_N,0,
J15_N,J15_S,0,
J15_S,J15_N,0,
A09_N,A09_S,0,
A09_S,A09_N,0,
F39_N,F39_S,0,
F39_S,F39_N,0,
L13_N,L13_S,0,
L13_S,L13_N,0,
L24_N,L24_S,0,
L24_S,L24_N,0,
103_N,103_S,3,
103_S,103_N,3,
104_N,104_S,3,
104_S,104_N,3,
106_N,106_S,3,
106_S,106_N,3,
107_N,107_S,3,
107_S,107_N,3,
108_N,108_S,3,
108_S,108_N,3,
113_N,113_S,3,
113_S,113_N,3,
114_N,114_S,3,
114_S,114_N,3,
115_N,115_S,3,
115_S,115_N,3,
116_N,116_S,3,
116_S,116_N,3,
118_N,118_S,3,
118_S,118_N,3,
121_N,121_S,3,
121_S,121_N,3,
122_N,122_S,3,
122_S,122_N,3,
126_N,126_S,3,
126_S,126_N,3,
129_N,129_S,3,
129_S,129_N,3,
130_N,130_S,3,
130_S,130_N,3,
131_N,131_S,3,
131_S,131_N,3,
133_N,133_S,3,
133_S,133_N,3,
134_N,134_S,3,
134_S,134_N,3,
135_N,135_S,3,
135_S,135_N,3,
136_N,136_S,3,
136_S,136_N,3,
139_N,139_S,3,
139_S,139_N,3,
215_N,215_S,3,
215_S,215_N,3,
216_N,216_S,3,
216_S,216_N,3,
217_N,217_S,3,
217_S,217_N,3,
219_N,219_S,3,
219_S,219_N,3,
220_N,220_S,3,
220_S,220_N,3,
221_N,221_S,3,
221_S,221_N,3,
224_N,224_S,3,
224_S,224_N,3,
225_N,225_S,3,
225_S,225_N,3,
226_N,226_S,3,
226_S,226_N,3,
233_N,233_S,3,
233_S,233_N,3,
236_N,236_S,3,
236_S,236_N,3,
237_S,237_N,3,
243_N,243_S,3,
243_S,243_N,3,
244_N,244_S,3,
244_S,244_N,3,
245_N,245_S,3,
245_S,245_N,3,
246_N,246_S,3,
246_S,246_N,3,
302_N,302_S,3,
302_S,302_N,3,
614_N,614_S,3,
614_S,614_N,3,
615_N,615_S,3,
615_S,615_N,3,
616_N,616_S,3,
616_S,616_N,3,
617_N,617_S,3,
617_S,617_N,3,
618_N,618_S,3,
618_S,618_N,3,
622_N,622_S,3,
622_S,622_N,3,
623_N,623_S,3,
623_S,623_N,3,
626_N,626_S,3,
626_S,626_N,3,
632_N,632_S,3,
632_S,632_N,3,
633_N,633_S,3,
633_S,633_N,3,
634_N,634_S,3,
634_S,634_N,3,
636_N,636_S,3,
636_S,636_N,3,
638_N,638_S,3,
638_S,638_N,3,
715_N,715_S,3,
715_S,715_N,3,
720_N,720_S,3,
720_S,720_N,3,
723_N,723_S,3,
723_S,723_N,3,
A14_N,A14_S,3,
A14_S,A14_N,3,
A16_N,A16_S,3,
A16_S,A16_N,3,
A25_N,A25_S,3,
A25_S,A25_N,3,
A27_N,A27_S,3,
A27_S,A27_N,3,
A41_N,A41_S,3,
A41_S,A41_N,3,
A43_N,A43_S,3,
A43_S,A43_N,3,
A44_N,A44_S,3,
A44_S,A44_N,3,
A46_N,A46_S,3,
A46_S,A46_N,3,
A47_N,A47_S,3,
A47_S,A47_N,3,
D18_N,D18_S,3,
D18_S,D18_N,3,
D26_S,D26_N,3,
F05_N,F05_S,3,
F05_S,F05_N,3,
F07_N,F07_S,3,
F07_S,F07_N,3,
F20_N,F20_S,3,
F20_S,F20_N,3,
F22_N,F22_S,3,
F22_S,F22_N,3,
G16_N,G16_S,3,
G16_S,G16_N,3,
G18_N,G18_S,3,
G18_S,G18_N,3,
G20_N,G20_S,3,
G20_S,G20_N,3,
G31_N,G31_S,3,
G31_S,G31_N,3,
L05_N,L05_S,3,
L05_S,L05_N,3,
L06_N,L06_S,3,
L06_S,L06_N,3,
L11_N,L11_S,3,
L11_S,L11_N,3,
L12_N,L12_S,3,
L12_S,L12_N,3,
M16_N,M16_S,3,
M16_S,M16_N,3,
N02_N,N02_S,3,
N02_S,N02_N,3,
N03_N,N03_S,3,
N03_S,N03_N,3,
R18_N,R18_S,3,
R18_S,R18_N,3,
R19_N,R19_S,3,
R19_S,R19_N,3,
R21_N,R21_S,3,
R21_S,R21_N,3,
R22_N,R22_S,3,
R22_S,R22_N,3,
R25_N,R25_S,3,
R25_S,R25_N,3,
R26_N,R26_S,3,
R26_S,R26_N,3,
R32_N,R32_S,3,
R32_S,R32_N,3,
R34_N,R34_S,3,
R34_S,R34_N,3,
R35_N,R35_S,3,
R35_S,R35_N,3,
